DATE,CH4_po
2023-01-01,42982.80157
2023-01-02,70261.86588
2023-01-03,75700.06662
2023-01-04,80345.60857
2023-01-05,139121.262
2023-01-06,174738.8544
2023-01-07,127709.384
2023-01-08,74982.08686
2023-01-09,118555.6385
2023-01-10,128688.8919
2023-01-11,113162.5127
2023-01-12,92213.73132
2023-01-13,64635.62241
2023-01-14,60597.03557
2023-01-15,70942.61161
2023-01-16,78560.65526
2023-01-17,91494.62582
2023-01-18,113421.9127
2023-01-19,81827.15975
2023-01-20,75800.78493
2023-01-21,95920.13712
2023-01-22,86330.70166
2023-01-23,43421.36922
2023-01-24,73876.51244
2023-01-25,67788.21922
2023-01-26,49876.24268
2023-01-27,73935.7941
2023-01-28,68708.55125
2023-01-29,53591.21852
2023-01-30,42229.32601
2023-01-31,42113.32351
2023-02-01,47736.98724
2023-02-02,40863.96664
2023-02-03,37479.74343
2023-02-04,47743.81207
2023-02-05,51836.64129
2023-02-06,37307.25146
2023-02-07,49163.61045
2023-02-08,43419.86836
2023-02-09,66622.23556
2023-02-10,55306.10901
2023-02-11,51446.07514
2023-02-12,56053.94338
2023-02-13,42567.17013
2023-02-14,42213.14178
2023-02-15,84236.11448
2023-02-16,79089.2194
2023-02-17,107174.8033
2023-02-18,78559.47505
2023-02-19,69873.78158
2023-02-20,57229.14118
2023-02-21,64607.28991
2023-02-22,38845.49881
2023-02-23,52983.30567
2023-02-24,70866.05599
2023-02-25,145115.0827
2023-02-26,91034.85092
2023-02-27,61391.33035
2023-02-28,85183.77828
2023-03-01,63719.35258
2023-03-02,58523.14702
2023-03-03,52672.47142
2023-03-04,61406.78546
2023-03-05,49560.37539
2023-03-06,42741.97409
2023-03-07,38764.23643
2023-03-08,69348.27846
2023-03-09,101962.9395
2023-03-10,77374.48654
2023-03-11,66601.91327
2023-03-12,45458.98004
2023-03-13,26518.72059
2023-03-14,23362.3372
2023-03-15,25516.30076
2023-03-16,30035.36801
2023-03-17,26446.20347
2023-03-18,22906.11603
2023-03-19,28004.03238
2023-03-20,32723.20697
2023-03-21,216745.3586
2023-03-22,37630.7632
2023-03-23,50195.93984
2023-03-24,59884.85257
2023-03-25,200147.0473
2023-03-26,842297.3425
2023-03-27,52049.11406
2023-03-28,35783.12002
2023-03-29,34052.43363
2023-03-30,42114.20352
2023-03-31,50969.23541
