DATE,CH4_po
2022-09-16,64513.93971
2022-09-17,28468.90564
2022-09-18,32946.85279
2022-09-19,65010.17937
2022-09-20,47833.25661
2022-09-21,162245.7564
2022-09-22,40391.57727
2022-09-23,84713.67533
2022-09-24,67173.21247
2022-09-25,103132.6804
2022-09-26,41820.47483
2022-09-27,30366.91738
2022-09-28,15287.67248
2022-09-29,25311.24454
2022-09-30,33868.39602
2022-10-01,45786.29268
2022-10-02,13425.9004
2022-10-03,30885.3396
2022-10-04,34442.81853
2022-10-05,40590.99778
2022-10-06,85068.01115
2022-10-07,44571.58731
2022-10-08,29100.69824
2022-10-09,11201.67462
2022-10-10,34255.48442
2022-10-11,24867.80689
2022-10-12,47634.59784
2022-10-13,12569.16393
2022-10-14,16339.38739
2022-10-15,9977.769849
2022-10-16,9466.564971
2022-10-17,12514.56143
2022-10-18,15001.22288
2022-10-19,24769.47293
2022-10-20,36648.10868
2022-10-21,45122.17083
2022-10-22,13044.33715
2022-10-23,13301.29242
2022-10-24,14056.73083
2022-10-25,11414.72431
2022-10-26,31188.85336
2022-10-27,40844.11748
2022-10-28,40327.13958
2022-10-29,28013.85838
2022-10-30,80252.57503
2022-10-31,43812.63722
2022-11-01,44766.98681
2022-11-02,53839.71477
2022-11-03,80642.22506
2022-11-04,110021.5093
2022-11-05,115340.7812
2022-11-06,126766.6199
2022-11-07,115330.3433
2022-11-08,104289.9891
2022-11-09,77234.70318
2022-11-10,197550.6667
2022-11-11,346464.892
2022-11-12,23613.11039
2022-11-13,19568.75154
2022-11-14,24367.32618
2022-11-15,35268.40492
2022-11-16,60739.82937
2022-11-17,97681.6674
2022-11-18,99135.10184
2022-11-19,65097.06277
2022-11-20,105760.9285
2022-11-21,98354.34029
2022-11-22,65463.53638
2022-11-23,24860.42626
2022-11-24,39076.21149
2022-11-25,39105.05564
2022-11-26,47966.42384
2022-11-27,45260.84144
2022-11-28,38429.91765
2022-11-29,36404.10132
2022-11-30,35036.22836
2022-12-01,39658.70067
2022-12-02,62954.24669
2022-12-03,54013.81954
2022-12-04,70294.31786
2022-12-05,46842.52723
2022-12-06,76148.72487
2022-12-07,262477.4146
2022-12-08,56372.85735
2022-12-09,64678.34577
2022-12-10,109162.4627
2022-12-11,130601.7304
2022-12-12,164856.1819
2022-12-13,126332.7377
2022-12-14,108796.1644
2022-12-15,111172.0972
2022-12-16,135185.9508
2022-12-17,98517.07715
2022-12-18,80193.95181
2022-12-19,86514.24186
2022-12-20,96334.72995
2022-12-21,84316.04452
2022-12-22,57884.18693
2022-12-23,131787.3901
2022-12-24,107769.7352
2022-12-25,79038.76017
2022-12-26,32525.73528
2022-12-27,49756.49099
2022-12-28,52482.60317
2022-12-29,53841.97266
2022-12-30,47967.17839
2022-12-31,24028.86409
